sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
633,stand,step_decsent,99.8023,0.0331,99.7693
754,stand,step_decsent,99.6939,0.3043,99.3896
210,stand,walk,99.6749,0.2966,99.3783
249,stand,step_decsent,99.6426,0.3501,99.2925
92,jog,stair_decsent,99.5687,0.1958,99.3728
648,stand,jog,99.4583,0.5224,98.9358
218,stand,walk,99.4120,0.5030,98.9090
37,stand,step_decsent,98.8956,1.0546,97.8410
938,step_acsent,stair_decsent,98.8821,0.2989,98.5831
725,stand,step_decsent,98.7818,1.1213,97.6605
796,stand,jog,98.7550,1.0860,97.6690
57,stand,walk,98.7432,1.2524,97.4908
745,stand,walk,98.3631,1.2747,97.0884
72,stand,walk,97.9811,1.9240,96.0572
207,jog,walk,96.7437,0.8804,95.8633
812,walk,jog,96.1743,0.7878,95.3865
639,jog,walk,95.1024,1.0448,94.0576
873,stand,jog,94.8066,4.0394,90.7673
335,jog,stand,94.7684,3.2292,91.5392
838,jog,walk,94.6232,4.1642,90.4590
