sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
226,walk,stand,99.9998,0.0002,99.9997
815,step_decsent,stand,99.9997,0.0000,99.9997
911,walk,stand,99.9997,0.0003,99.9994
395,stand,jog,99.9994,0.0006,99.9988
393,walk,stand,99.9988,0.0012,99.9975
355,stand,jog,99.9987,0.0011,99.9976
666,stand,step_acsent,99.9987,0.0011,99.9976
614,jog,walk,99.9981,0.0000,99.9981
827,stand,step_acsent,99.9954,0.0046,99.9908
158,stand,quasi,99.9947,0.0053,99.9894
296,walk,stand,99.9935,0.0065,99.9870
121,walk,stand,99.9923,0.0077,99.9846
498,stand,jog,99.9878,0.0122,99.9756
10,stand,jog,99.9872,0.0127,99.9745
389,quasi,stand,99.9852,0.0002,99.9850
705,stand,step_acsent,99.9821,0.0179,99.9642
555,walk,stand,99.9778,0.0222,99.9555
285,stand,jog,99.9600,0.0380,99.9221
220,stand,walk,99.9282,0.0718,99.8565
812,walk,stand,99.8115,0.1885,99.6230
