sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
14,Walk,Jog,99.7193,0.2786,99.4406
46,Walk,Jog,98.6457,1.3223,97.3233
97,Stand,Jog,98.3389,1.3464,96.9925
120,Jog,Walk,97.7617,1.9298,95.8319
160,Walk,Jog,96.4958,3.4952,93.0006
232,Stand,Jog,96.3697,3.4620,92.9077
107,Stand,Jog,96.3311,3.5294,92.8017
56,Walk,Jog,95.0761,4.9096,90.1664
165,Stand,Jog,94.8463,4.4873,90.3589
213,Stand,Jog,94.2320,5.5838,88.6482
128,Stand,Jog,92.2726,5.7826,86.4899
115,Jog,Walk,90.5396,7.0178,83.5218
2,Stand,Walk,89.2176,10.4261,78.7915
178,Jog,Walk,89.1589,9.8526,79.3063
155,Stand,Jog,86.2143,12.6962,73.5181
95,Jog,Walk,83.4931,16.3304,67.1627
112,Walk,Jog,83.0676,16.2655,66.8022
93,Stand,Jog,78.4294,20.4111,58.0183
223,Walk,Jog,68.9326,11.6103,57.3223
50,Walk,Jog,66.8167,32.9439,33.8728
