sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
14,Walk,Jog,99.2826,0.7148,98.5679
120,Jog,Walk,99.2382,0.3554,98.8829
46,Walk,Jog,98.9640,0.9840,97.9800
128,Stand,Jog,96.4184,2.9536,93.4649
160,Walk,Jog,93.2871,6.7064,86.5807
56,Walk,Jog,91.3754,8.6090,82.7664
97,Stand,Jog,91.1579,8.7195,82.4385
95,Jog,Walk,82.0394,17.8646,64.1747
6,Jog,Stand,81.5958,17.8653,63.7305
165,Stand,Jog,81.5356,18.2201,63.3155
178,Jog,Walk,80.9689,16.7697,64.1992
50,Walk,Jog,80.5933,19.0056,61.5878
223,Walk,Jog,79.7982,2.7895,77.0087
232,Stand,Jog,73.8289,26.0470,47.7820
115,Jog,Walk,72.0622,21.9528,50.1094
155,Stand,Jog,69.9519,29.1719,40.7801
2,Stand,Walk,68.5093,31.4879,37.0214
107,Stand,Jog,64.4779,35.3326,29.1452
25,Stand,Jog,61.6533,0.9336,60.7196
213,Stand,Jog,60.7816,39.0009,21.7808
