sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
131,Walk,Stand,99.9193,0.0797,99.8396
324,Walk,Jog,98.6929,1.2306,97.4623
81,Walk,Jog,97.5157,2.4595,95.0562
76,Walk,Jog,91.7199,8.2796,83.4403
198,Stand,Jog,91.3428,8.0842,83.2586
189,Walk,Jog,87.2436,12.7558,74.4878
357,Walk,Stand,85.8281,9.8652,75.9629
162,Walk,Jog,84.1965,15.7985,68.3980
201,Walk,Jog,79.6463,20.3511,59.2952
242,Stand,Jog,79.3500,20.3291,59.0209
122,Jog,Walk,77.9067,22.0908,55.8159
115,Walk,Jog,76.3875,23.6012,52.7863
279,Walk,Jog,75.8535,24.0769,51.7766
299,Stand,Jog,74.6330,1.5797,73.0533
88,Walk,Jog,69.0637,30.9354,38.1284
298,Walk,Jog,68.0919,31.8507,36.2411
397,Jog,Walk,64.6167,35.3557,29.2611
443,Walk,Jog,63.3170,36.6823,26.6347
449,Walk,Jog,62.4017,37.5976,24.8042
12,Jog,Walk,61.0994,38.8961,22.2034
