sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1105,stand,walk,100.0000,0.0000,100.0000
79,stand,walk,100.0000,0.0000,100.0000
584,stand,step_decsent,100.0000,0.0000,100.0000
1906,stand,step_acsent,99.9999,0.0001,99.9998
1691,stand,jog,99.9998,0.0002,99.9996
469,stand,step_acsent,99.9998,0.0002,99.9995
1147,stand,jog,99.9997,0.0003,99.9994
913,stand,step_decsent,99.9993,0.0006,99.9986
971,stand,step_decsent,99.9992,0.0008,99.9984
1464,stand,quasi,99.9984,0.0000,99.9984
1560,stand,jog,99.9983,0.0017,99.9966
688,quasi,stand,99.9965,0.0035,99.9931
293,step_acsent,stand,99.9960,0.0001,99.9959
1263,stand,walk,99.9959,0.0040,99.9919
242,stand,step_decsent,99.9958,0.0041,99.9917
783,stand,step_acsent,99.9954,0.0046,99.9907
1833,stand,step_decsent,99.9947,0.0053,99.9894
686,quasi,walk,99.9906,0.0083,99.9822
237,stand,jog,99.9886,0.0114,99.9771
1891,stand,quasi,99.9870,0.0019,99.9851
