sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
235,stand,stair_acsent,100.0000,0.0000,100.0000
1289,stand,quasi,100.0000,0.0000,100.0000
540,stand,quasi,99.9998,0.0002,99.9996
588,stand,quasi,99.9984,0.0016,99.9969
926,stand,step_acsent,99.9984,0.0016,99.9968
1324,stand,walk,99.9970,0.0024,99.9946
835,stand,quasi,99.9961,0.0037,99.9924
361,stand,step_acsent,99.9957,0.0043,99.9913
212,stand,step_acsent,99.9927,0.0071,99.9856
1716,stand,walk,99.9907,0.0093,99.9814
1350,walk,stand,99.9876,0.0025,99.9851
1369,stair_decsent,stand,99.9776,0.0001,99.9775
1687,quasi,stand,99.9772,0.0228,99.9544
63,stair_decsent,stand,99.9651,0.0327,99.9325
252,stand,quasi,99.9600,0.0382,99.9218
1671,stand,quasi,99.9567,0.0432,99.9135
1431,stand,step_decsent,99.9456,0.0504,99.8952
1303,stand,jog,99.9427,0.0569,99.8858
349,stand,quasi,99.9310,0.0606,99.8704
543,stand,step_acsent,99.8979,0.0995,99.7985
