sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
14,Walk,Jog,99.4873,0.5108,98.9765
46,Walk,Jog,99.1453,0.8510,98.2944
97,Stand,Jog,98.2663,1.7113,96.5550
165,Stand,Jog,98.0701,1.9109,96.1593
120,Jog,Walk,94.6601,4.8925,89.7676
134,Stand,Jog,91.2864,8.6269,82.6596
25,Stand,Jog,90.9529,0.2447,90.7082
56,Walk,Jog,90.2221,9.7711,80.4511
50,Walk,Jog,88.8932,11.0965,77.7967
70,Stand,Jog,84.0571,15.4192,68.6378
213,Stand,Jog,83.3059,16.6377,66.6682
232,Stand,Jog,81.3952,18.5804,62.8148
93,Stand,Jog,78.1861,21.5771,56.6090
95,Jog,Walk,70.8468,28.9657,41.8811
112,Walk,Jog,70.2225,29.3127,40.9097
178,Jog,Walk,64.1118,33.6003,30.5115
128,Stand,Jog,62.2464,37.4559,24.7906
69,Jog,Stand,60.8766,27.4537,33.4229
2,Stand,Walk,57.3987,7.3252,50.0736
117,Stand,Jog,56.1711,43.8179,12.3532
