sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,99.9999,0.0001,99.9999
1392,stand,step_decsent,99.9995,0.0000,99.9995
1248,walk,stand,99.9984,0.0016,99.9969
584,stand,step_decsent,99.9967,0.0033,99.9934
446,walk,stand,99.9943,0.0000,99.9943
72,stand,step_acsent,99.9933,0.0067,99.9866
1240,stand,step_acsent,99.9908,0.0092,99.9816
1116,stair_acsent,stair_decsent,99.9873,0.0127,99.9746
905,quasi,walk,99.9822,0.0075,99.9748
559,walk,stand,99.9764,0.0070,99.9694
1433,step_decsent,stand,99.9748,0.0062,99.9686
771,stand,step_acsent,99.9714,0.0286,99.9429
1173,walk,stand,99.9663,0.0335,99.9329
1140,quasi,stand,99.9590,0.0410,99.9180
1101,stand,step_acsent,99.9584,0.0373,99.9211
825,quasi,walk,99.9544,0.0117,99.9427
322,stand,jog,99.9340,0.0617,99.8723
1804,quasi,stand,99.9227,0.0772,99.8455
1838,stand,walk,99.9216,0.0746,99.8470
