sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,99.9998,0.0002,99.9996
306,stand,step_acsent,99.9995,0.0005,99.9990
1715,walk,stand,99.9994,0.0006,99.9988
1173,walk,stand,99.9981,0.0006,99.9976
1500,stand,step_acsent,99.9981,0.0018,99.9962
1240,stand,step_acsent,99.9971,0.0029,99.9943
523,stand,step_acsent,99.9968,0.0010,99.9957
42,walk,stand,99.9953,0.0046,99.9907
584,stand,step_decsent,99.9953,0.0047,99.9906
1101,stand,step_acsent,99.9949,0.0038,99.9912
265,step_acsent,stand,99.9947,0.0000,99.9946
1636,stand,step_acsent,99.9798,0.0151,99.9646
1757,walk,jog,99.9732,0.0238,99.9494
1461,stair_acsent,stand,99.9708,0.0284,99.9424
409,stand,step_acsent,99.9616,0.0384,99.9232
626,stand,step_acsent,99.9588,0.0412,99.9176
771,stand,step_acsent,99.9352,0.0648,99.8703
1819,stand,walk,99.9071,0.0929,99.8142
