sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1303,stand,jog,100.0000,0.0000,100.0000
361,stand,step_acsent,100.0000,0.0000,100.0000
1324,stand,walk,100.0000,0.0000,100.0000
1289,stand,quasi,99.9999,0.0001,99.9998
926,stand,step_acsent,99.9998,0.0002,99.9997
252,stand,quasi,99.9998,0.0002,99.9996
235,stand,stair_acsent,99.9997,0.0002,99.9995
212,stand,step_acsent,99.9997,0.0003,99.9994
835,stand,quasi,99.9977,0.0022,99.9955
1394,walk,stand,99.9974,0.0026,99.9948
1822,stand,walk,99.9904,0.0096,99.9808
1327,stand,quasi,99.9718,0.0279,99.9440
700,stand,jog,99.9682,0.0309,99.9373
1141,stair_decsent,stand,99.9637,0.0352,99.9285
1791,jog,stand,99.9574,0.0225,99.9349
543,stand,step_acsent,99.9388,0.0609,99.8779
390,jog,walk,99.9047,0.0904,99.8143
1716,stand,walk,99.8960,0.1037,99.7923
1847,stand,jog,99.8933,0.1067,99.7865
1411,stand,step_decsent,99.8762,0.1235,99.7527
