sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
559,walk,stand,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
499,quasi,stand,99.9999,0.0001,99.9998
1433,step_decsent,stand,99.9993,0.0000,99.9993
1540,quasi,stand,99.9961,0.0026,99.9935
1181,stand,step_decsent,99.9944,0.0040,99.9904
169,stand,quasi,99.9942,0.0058,99.9885
1240,stand,step_acsent,99.9936,0.0064,99.9872
1791,stand,quasi,99.9916,0.0084,99.9832
224,stand,jog,99.9897,0.0103,99.9794
1292,stand,quasi,99.9890,0.0110,99.9780
1765,walk,stand,99.9859,0.0113,99.9745
92,stand,quasi,99.9843,0.0157,99.9686
252,walk,stand,99.9800,0.0200,99.9600
99,walk,stand,99.9634,0.0000,99.9634
1841,stand,step_acsent,99.9599,0.0312,99.9287
192,walk,stand,99.9515,0.0433,99.9082
523,stand,step_acsent,99.9146,0.0829,99.8317
1870,stair_acsent,stand,99.9053,0.0002,99.9051
