sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
745,stand,quasi,100.0000,0.0000,100.0000
1446,jog,stand,100.0000,0.0000,100.0000
1173,walk,stand,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
1408,stand,step_decsent,100.0000,0.0001,99.9999
1181,stand,step_decsent,99.9993,0.0004,99.9989
1116,stair_acsent,stair_decsent,99.9989,0.0011,99.9978
26,stand,step_decsent,99.9978,0.0022,99.9956
1101,stand,step_acsent,99.9943,0.0053,99.9890
750,jog,walk,99.9923,0.0000,99.9923
42,walk,stand,99.9894,0.0106,99.9788
693,step_acsent,stand,99.9837,0.0090,99.9748
306,stand,step_acsent,99.9823,0.0170,99.9653
628,walk,stand,99.9803,0.0197,99.9605
1757,walk,jog,99.9793,0.0033,99.9760
1392,stand,step_decsent,99.9782,0.0000,99.9782
446,walk,stand,99.9750,0.0015,99.9735
523,stand,step_acsent,99.9746,0.0010,99.9736
1870,stair_acsent,stand,99.9740,0.0256,99.9484
1433,step_decsent,stand,99.9707,0.0000,99.9706
