sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,98.8492,1.1443,97.7049
97,Stand,Jog,98.0994,1.7108,96.3886
14,Walk,Jog,97.2689,2.7307,94.5382
165,Stand,Jog,96.5887,3.0259,93.5628
120,Jog,Walk,95.6411,3.5256,92.1156
56,Walk,Jog,92.6296,7.3695,85.2602
128,Stand,Jog,91.4762,8.0170,83.4592
213,Stand,Jog,90.5635,9.1898,81.3737
93,Stand,Jog,89.8951,9.6654,80.2297
50,Walk,Jog,89.6148,10.3616,79.2533
160,Walk,Jog,87.2532,12.7461,74.5071
232,Stand,Jog,86.2255,13.6784,72.5471
70,Stand,Jog,84.5394,15.2424,69.2970
107,Stand,Jog,79.5240,20.1665,59.3575
112,Walk,Jog,79.0941,20.5701,58.5240
223,Walk,Jog,77.3764,7.6493,69.7271
62,Walk,Jog,73.4695,13.2177,60.2518
25,Stand,Walk,73.4237,2.8644,70.5593
86,Walk,Jog,68.5626,18.3249,50.2377
95,Jog,Walk,60.1451,39.8484,20.2967
