sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
850,step_acsent,step_decsent,99.8884,0.1098,99.7785
841,quasi,step_decsent,99.8662,0.0781,99.7882
1123,stand,jog,99.8608,0.0412,99.8196
519,step_acsent,stair_decsent,99.8597,0.0039,99.8558
671,stand,walk,99.8158,0.1561,99.6597
243,jog,stair_acsent,99.7287,0.1899,99.5388
357,walk,stand,99.5474,0.4413,99.1061
931,stair_decsent,step_acsent,98.7713,0.3164,98.4549
898,quasi,stand,98.4329,0.0486,98.3842
143,jog,quasi,96.3953,2.9515,93.4437
742,walk,quasi,95.8684,2.6321,93.2363
616,jog,walk,95.7429,4.2372,91.5057
146,step_decsent,quasi,95.6151,0.3806,95.2345
336,walk,stand,95.1220,4.8555,90.2664
530,jog,stair_decsent,94.6123,0.7249,93.8874
381,walk,jog,94.5102,4.7205,89.7897
389,walk,jog,94.3861,4.8347,89.5514
662,quasi,step_acsent,94.0978,0.0072,94.0906
664,walk,jog,90.8919,3.1094,87.7825
244,jog,walk,86.0671,0.8297,85.2374
