sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
559,walk,stand,99.9995,0.0005,99.9989
169,stand,quasi,99.9985,0.0014,99.9972
745,stand,quasi,99.9952,0.0020,99.9932
1791,stand,quasi,99.9952,0.0037,99.9914
1500,stand,step_acsent,99.9900,0.0098,99.9802
523,stand,step_acsent,99.9890,0.0023,99.9867
570,stand,step_decsent,99.9788,0.0212,99.9575
584,stand,step_decsent,99.9771,0.0203,99.9569
1878,stair_decsent,stair_acsent,99.9758,0.0240,99.9518
1018,stand,walk,99.9716,0.0282,99.9434
917,stand,quasi,99.9586,0.0004,99.9582
224,stand,jog,99.9083,0.0836,99.8247
1181,stand,step_decsent,99.8958,0.0229,99.8729
92,stand,quasi,99.8694,0.1237,99.7458
271,quasi,stand,99.8636,0.1048,99.7589
1408,stand,step_decsent,99.8580,0.1420,99.7160
1418,stand,step_decsent,99.8513,0.1449,99.7064
633,stand,step_decsent,99.8117,0.1853,99.6263
11,stand,quasi,99.7769,0.1843,99.5926
