sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
745,stand,quasi,99.9996,0.0004,99.9993
265,step_acsent,stand,99.9986,0.0000,99.9986
523,stand,step_acsent,99.9957,0.0041,99.9916
1841,stand,step_acsent,99.9931,0.0028,99.9902
559,walk,stand,99.9779,0.0220,99.9559
92,stand,quasi,99.9758,0.0242,99.9516
1791,stand,quasi,99.9601,0.0399,99.9202
1173,walk,stand,99.9233,0.0767,99.8466
1283,stand,jog,99.8914,0.1054,99.7860
1479,step_acsent,quasi,99.8767,0.0001,99.8766
1292,stand,quasi,99.8716,0.1284,99.7432
99,walk,stand,99.8665,0.0262,99.8403
169,stand,quasi,99.8646,0.1354,99.7292
1540,quasi,stand,99.8322,0.0001,99.8321
42,walk,stand,99.8271,0.1668,99.6603
180,walk,stand,99.8112,0.0483,99.7630
126,step_decsent,step_acsent,99.7969,0.0014,99.7956
1556,stair_acsent,stair_decsent,99.7936,0.2063,99.5872
1765,walk,stand,99.7428,0.2488,99.4940
