sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,99.9999
523,stand,step_acsent,99.9996,0.0003,99.9993
42,walk,stand,99.9982,0.0018,99.9964
584,stand,step_decsent,99.9976,0.0024,99.9951
1540,quasi,stand,99.9944,0.0028,99.9916
750,jog,walk,99.9903,0.0004,99.9900
1173,walk,stand,99.9894,0.0070,99.9824
169,stand,quasi,99.9889,0.0107,99.9782
1461,stair_acsent,stand,99.9886,0.0035,99.9852
626,stand,step_acsent,99.9825,0.0175,99.9649
306,stand,step_acsent,99.9773,0.0037,99.9736
1715,walk,stand,99.9710,0.0280,99.9430
446,walk,stand,99.9565,0.0384,99.9181
1392,stand,jog,99.9313,0.0001,99.9312
906,jog,stand,99.9277,0.0546,99.8731
92,stand,quasi,99.9205,0.0794,99.8411
1101,stand,step_acsent,99.8684,0.0701,99.7983
771,stand,step_acsent,99.8646,0.1354,99.7291
