sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
745,stand,quasi,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
169,stand,quasi,99.9998,0.0002,99.9996
626,stand,step_acsent,99.9998,0.0002,99.9996
1116,stair_acsent,stair_decsent,99.9996,0.0004,99.9991
306,stand,step_acsent,99.9982,0.0005,99.9977
906,jog,stand,99.9979,0.0008,99.9971
409,stand,step_acsent,99.9964,0.0036,99.9927
1173,walk,stand,99.9957,0.0043,99.9914
1446,jog,stand,99.9953,0.0041,99.9912
584,stand,step_decsent,99.9941,0.0059,99.9883
1240,stand,step_acsent,99.9908,0.0093,99.9815
1500,stand,step_acsent,99.9906,0.0093,99.9812
559,walk,stand,99.9814,0.0070,99.9744
523,stand,step_acsent,99.9779,0.0029,99.9750
267,jog,stand,99.9717,0.0226,99.9491
1101,stand,step_acsent,99.9702,0.0122,99.9580
1408,stand,step_decsent,99.9641,0.0356,99.9285
446,walk,stand,99.9522,0.0461,99.9061
1397,stand,step_decsent,99.9394,0.0605,99.8789
