sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
898,quasi,stand,99.9827,0.0030,99.9797
616,jog,walk,99.8819,0.0247,99.8572
671,stand,walk,99.7244,0.2748,99.4496
336,walk,stand,99.4904,0.4983,98.9921
357,walk,stand,99.4263,0.5703,98.8560
850,step_acsent,step_decsent,98.7937,1.0614,97.7323
244,jog,walk,98.7793,0.0211,98.7582
1142,jog,stand,97.9502,2.0310,95.9192
904,quasi,stand,97.7800,1.7190,96.0611
657,step_decsent,step_acsent,97.4383,1.9439,95.4944
1073,jog,stand,96.7616,3.2382,93.5234
595,jog,walk,96.1933,0.0046,96.1887
570,stair_acsent,jog,94.6877,1.5723,93.1154
717,walk,stand,94.0345,5.9652,88.0693
488,stand,walk,93.9013,6.0230,87.8783
784,jog,walk,93.4174,6.3859,87.0315
546,stair_decsent,step_decsent,92.3607,4.6129,87.7478
15,step_acsent,step_decsent,92.1973,1.4175,90.7798
29,quasi,stand,91.9259,7.7048,84.2210
841,quasi,step_decsent,91.0171,0.4367,90.5804
