sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
67,Jog,Stand,99.9280,0.0527,99.8753
46,Walk,Jog,99.8611,0.1256,99.7354
95,Jog,Walk,98.2443,1.1902,97.0542
120,Jog,Walk,93.4916,6.3567,87.1349
14,Walk,Jog,92.1014,6.1032,85.9982
50,Walk,Jog,90.3527,9.5750,80.7776
223,Walk,Jog,89.6355,8.1337,81.5018
232,Stand,Jog,89.0216,7.4576,81.5640
115,Jog,Walk,87.5525,9.9999,77.5526
25,Stand,Walk,84.6374,1.6369,83.0005
148,Stand,Jog,81.7155,18.2807,63.4348
160,Walk,Jog,62.6519,37.3113,25.3406
86,Walk,Stand,57.6662,23.1506,34.5157
238,Jog,Stand,55.7022,43.8667,11.8355
213,Stand,Jog,55.6504,29.9436,25.7069
72,Jog,Walk,55.2160,44.5048,10.7112
74,Jog,Stand,52.4654,47.5288,4.9366
178,Jog,Stand,50.1832,30.7721,19.4111
