sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
131,Walk,Stand,99.8974,0.1021,99.7954
81,Walk,Jog,99.1110,0.8355,98.2756
324,Walk,Jog,97.2014,2.6196,94.5818
357,Walk,Stand,97.0723,2.0850,94.9874
201,Walk,Jog,93.6428,6.2809,87.3619
298,Walk,Jog,93.4450,6.4149,87.0302
279,Walk,Jog,92.6701,7.1653,85.5049
76,Walk,Jog,90.9466,9.0451,81.9015
88,Walk,Jog,90.9454,9.0083,81.9371
115,Walk,Jog,90.4524,9.5402,80.9122
189,Walk,Jog,88.1346,11.8572,76.2774
360,Jog,Stand,86.2230,12.5933,73.6297
122,Jog,Walk,75.7529,24.2319,51.5210
352,Jog,Walk,74.2852,25.7123,48.5729
162,Walk,Jog,69.0165,30.9798,38.0367
77,Jog,Stand,66.7466,33.2082,33.5384
299,Stand,Jog,60.9575,23.4752,37.4822
443,Walk,Jog,60.5355,39.4442,21.0914
246,Walk,Jog,59.2387,40.7549,18.4838
449,Walk,Jog,58.8908,41.0898,17.8010
