sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
121,walk,stand,100.0000,0.0000,100.0000
226,walk,stand,100.0000,0.0000,100.0000
393,walk,stand,100.0000,0.0000,100.0000
336,jog,walk,100.0000,0.0000,100.0000
815,step_decsent,stand,100.0000,0.0000,100.0000
911,walk,stand,100.0000,0.0000,100.0000
296,walk,stand,100.0000,0.0000,100.0000
293,walk,stand,100.0000,0.0000,100.0000
746,quasi,stand,100.0000,0.0000,100.0000
297,jog,stand,100.0000,0.0000,100.0000
812,walk,stand,100.0000,0.0000,99.9999
614,jog,walk,100.0000,0.0000,100.0000
0,quasi,stand,99.9999,0.0001,99.9998
335,jog,stand,99.9999,0.0000,99.9999
507,walk,stand,99.9999,0.0001,99.9998
228,walk,stand,99.9999,0.0001,99.9997
556,stair_acsent,stand,99.9998,0.0002,99.9997
307,walk,stand,99.9997,0.0003,99.9994
555,walk,stand,99.9997,0.0003,99.9994
926,walk,stand,99.9997,0.0003,99.9993
