sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
57,stand,walk,100.0000,0.0000,100.0000
105,jog,quasi,100.0000,0.0000,100.0000
933,step_decsent,stand,100.0000,0.0000,100.0000
336,jog,walk,100.0000,0.0000,100.0000
266,jog,walk,100.0000,0.0000,100.0000
648,stand,jog,100.0000,0.0000,100.0000
467,quasi,stand,100.0000,0.0000,100.0000
683,quasi,stand,100.0000,0.0000,100.0000
436,step_acsent,quasi,100.0000,0.0000,100.0000
22,step_acsent,quasi,100.0000,0.0000,100.0000
405,walk,stand,99.9999,0.0001,99.9999
207,jog,walk,99.9999,0.0000,99.9999
633,stand,quasi,99.9998,0.0000,99.9998
722,walk,stand,99.9998,0.0002,99.9996
459,jog,stand,99.9998,0.0000,99.9998
435,walk,stand,99.9997,0.0003,99.9993
838,jog,walk,99.9996,0.0004,99.9992
278,jog,walk,99.9995,0.0000,99.9995
745,stand,walk,99.9994,0.0006,99.9988
710,jog,walk,99.9993,0.0000,99.9993
