sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
850,step_acsent,step_decsent,99.9825,0.0171,99.9654
519,step_acsent,stair_decsent,99.8819,0.0144,99.8676
662,quasi,step_acsent,99.2258,0.0075,99.2183
898,quasi,stand,98.9421,0.0677,98.8744
357,walk,stand,97.3234,2.6416,94.6818
540,step_decsent,stair_decsent,96.0043,3.1457,92.8585
671,stand,walk,95.6773,4.3158,91.3615
244,jog,walk,95.4450,0.1471,95.2980
865,quasi,stair_acsent,95.0962,4.4704,90.6259
855,walk,step_decsent,92.9644,0.0995,92.8650
493,jog,stair_acsent,91.9490,0.8731,91.0758
418,step_decsent,step_acsent,91.9391,7.6485,84.2905
427,jog,stair_decsent,91.7243,7.1769,84.5474
616,jog,walk,91.4103,7.6210,83.7893
1007,walk,quasi,90.1698,8.9328,81.2370
336,walk,stand,87.9004,11.9881,75.9124
717,walk,stand,87.7298,12.2680,75.4618
740,jog,quasi,85.7260,4.5720,81.1540
146,step_decsent,quasi,85.5321,1.1832,84.3489
1175,step_acsent,stair_acsent,83.1777,10.2139,72.9638
