sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1791,stand,quasi,100.0000,0.0000,100.0000
265,step_acsent,stand,99.9997,0.0002,99.9995
271,quasi,stand,99.9957,0.0043,99.9915
1240,stand,step_acsent,99.9937,0.0063,99.9874
402,walk,stand,99.9926,0.0072,99.9854
1392,stand,quasi,99.9903,0.0020,99.9883
322,stand,jog,99.9869,0.0128,99.9741
172,step_acsent,stand,99.9865,0.0106,99.9759
94,stand,jog,99.9819,0.0181,99.9638
559,walk,stand,99.9803,0.0197,99.9607
831,step_decsent,quasi,99.9799,0.0020,99.9779
1540,quasi,stand,99.9553,0.0000,99.9553
1509,stand,walk,99.9534,0.0466,99.9068
1010,stand,jog,99.9462,0.0494,99.8968
693,step_acsent,stand,99.9331,0.0000,99.9331
745,stand,quasi,99.9275,0.0725,99.8550
224,stand,jog,99.9051,0.0178,99.8873
1468,stand,walk,99.8906,0.1094,99.7812
788,jog,stand,99.8610,0.1382,99.7228
1292,stand,quasi,99.8066,0.1934,99.6131
