sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,99.4159,0.5839,98.8320
120,Jog,Walk,99.2442,0.6307,98.6135
14,Walk,Jog,99.1659,0.8341,98.3318
128,Stand,Jog,98.0862,1.8581,96.2281
93,Stand,Jog,97.4999,2.4700,95.0299
223,Walk,Jog,96.8840,1.2076,95.6764
165,Stand,Jog,96.1502,3.8260,92.3243
25,Stand,Walk,95.3995,1.0655,94.3340
97,Stand,Jog,92.4838,7.4870,84.9968
213,Stand,Jog,92.3764,7.6123,84.7641
95,Jog,Walk,90.7321,9.2531,81.4791
160,Walk,Jog,85.9008,14.0990,71.8017
115,Jog,Walk,78.5853,20.2140,58.3713
227,Jog,Walk,67.4299,30.7614,36.6685
50,Walk,Jog,66.8694,33.1272,33.7422
178,Jog,Walk,65.2480,30.0859,35.1621
56,Walk,Jog,64.9313,35.0686,29.8627
