sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
558,stand,jog,99.9986,0.0014,99.9972
166,stand,jog,99.9963,0.0037,99.9925
713,stand,quasi,99.9952,0.0039,99.9914
928,step_acsent,quasi,99.9907,0.0039,99.9869
16,stand,jog,99.9834,0.0155,99.9678
891,step_decsent,quasi,99.9272,0.0005,99.9267
640,stand,step_acsent,99.9268,0.0077,99.9191
851,stand,quasi,99.9118,0.0881,99.8237
893,stand,walk,99.8392,0.1435,99.6958
606,jog,stand,99.7853,0.0027,99.7826
335,step_acsent,quasi,99.7774,0.1448,99.6326
793,quasi,step_decsent,99.7199,0.1776,99.5423
346,stand,walk,99.6604,0.3326,99.3278
156,stand,walk,99.3518,0.0289,99.3229
427,stand,quasi,99.3035,0.4207,98.8828
655,jog,walk,99.2868,0.2727,99.0141
197,walk,stand,99.0374,0.9619,98.0755
774,stand,walk,99.0091,0.9830,98.0262
465,stand,stair_acsent,98.8682,0.1298,98.7384
525,jog,walk,98.8261,1.1063,97.7198
