sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
131,Walk,Stand,99.8951,0.1027,99.7924
324,Walk,Jog,99.5402,0.3623,99.1779
81,Walk,Jog,99.2573,0.6584,98.5989
115,Walk,Jog,97.3806,2.6129,94.7677
76,Walk,Jog,92.4301,7.5664,84.8637
279,Walk,Jog,89.4943,10.0540,79.4403
189,Walk,Jog,88.6843,11.3122,77.3722
162,Walk,Jog,85.1543,14.8387,70.3156
298,Walk,Jog,83.9088,15.4257,68.4831
357,Walk,Stand,83.5277,8.3365,75.1913
299,Stand,Jog,83.0724,2.0256,81.0468
201,Walk,Jog,82.8130,17.1270,65.6860
101,Walk,Jog,76.0462,23.9386,52.1076
172,Jog,Stand,75.2332,24.5399,50.6934
246,Walk,Jog,74.3619,25.6358,48.7261
88,Walk,Jog,67.9055,32.0040,35.9014
325,Jog,Stand,65.3582,34.4168,30.9414
443,Walk,Jog,63.0810,36.9111,26.1700
367,Jog,Walk,61.9393,37.9953,23.9440
449,Walk,Jog,61.3115,38.6807,22.6308
