sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
815,step_decsent,stand,100.0000,0.0000,100.0000
705,stand,step_acsent,100.0000,0.0000,100.0000
226,walk,stand,100.0000,0.0000,100.0000
666,stand,step_acsent,100.0000,0.0000,100.0000
911,walk,stand,99.9999,0.0001,99.9998
395,stand,jog,99.9999,0.0000,99.9999
874,stand,walk,99.9989,0.0011,99.9978
827,stand,step_acsent,99.9982,0.0018,99.9964
907,jog,stair_acsent,99.9975,0.0001,99.9974
145,jog,walk,99.9825,0.0169,99.9656
953,stand,walk,99.9757,0.0208,99.9548
285,stand,jog,99.9734,0.0007,99.9726
323,stand,jog,99.8428,0.1570,99.6857
90,stand,walk,99.8398,0.0802,99.7595
218,stand,quasi,99.8256,0.1239,99.7017
158,stand,quasi,99.8103,0.1897,99.6206
772,stand,step_decsent,99.8095,0.1905,99.6190
621,stand,jog,99.5321,0.1640,99.3681
409,stand,walk,99.4953,0.5047,98.9906
91,stand,walk,99.4147,0.5853,98.8294
