sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1303,stand,jog,100.0000,0.0000,100.0000
1289,stand,quasi,100.0000,0.0000,100.0000
235,stand,stair_acsent,100.0000,0.0000,100.0000
835,stand,quasi,99.9995,0.0002,99.9993
1591,stand,step_acsent,99.9989,0.0010,99.9979
405,quasi,stand,99.9987,0.0012,99.9975
1687,quasi,stand,99.9987,0.0013,99.9974
212,stand,step_acsent,99.9980,0.0019,99.9961
540,stand,quasi,99.9975,0.0025,99.9949
588,stand,quasi,99.9970,0.0030,99.9940
543,stand,step_acsent,99.9969,0.0020,99.9949
926,stand,step_acsent,99.9967,0.0033,99.9933
361,stand,step_acsent,99.9956,0.0044,99.9912
368,stand,step_acsent,99.9947,0.0052,99.9895
1350,walk,stand,99.9861,0.0139,99.9722
1671,stand,quasi,99.9852,0.0148,99.9703
1324,stand,walk,99.9832,0.0160,99.9672
1431,stand,step_decsent,99.9788,0.0144,99.9645
1716,stand,walk,99.9604,0.0394,99.9211
154,stand,jog,99.9585,0.0412,99.9174
