sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1292,stand,quasi,100.0000,0.0000,99.9999
1116,stair_acsent,stair_decsent,99.9998,0.0002,99.9996
745,stand,quasi,99.9972,0.0028,99.9944
1461,stair_acsent,stand,99.9924,0.0021,99.9903
1540,quasi,stand,99.9877,0.0122,99.9756
387,quasi,stand,99.9554,0.0076,99.9478
1757,walk,jog,99.9550,0.0030,99.9520
1500,stand,step_acsent,99.9466,0.0527,99.8939
1173,walk,stand,99.9438,0.0002,99.9436
1429,stair_decsent,stand,99.9308,0.0121,99.9187
584,stand,step_decsent,99.9300,0.0700,99.8600
42,walk,stand,99.9129,0.0864,99.8266
169,stand,quasi,99.8928,0.1040,99.7888
409,stand,step_acsent,99.8529,0.1469,99.7059
1760,walk,stand,99.7814,0.2125,99.5689
523,stand,step_acsent,99.7763,0.1715,99.6047
1543,jog,stand,99.7396,0.1787,99.5609
1101,stand,step_acsent,99.7058,0.2937,99.4121
1838,stand,walk,99.6213,0.3119,99.3094
1408,stand,step_decsent,99.4611,0.3507,99.1104
