sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
14,Walk,Jog,99.9906,0.0091,99.9814
46,Walk,Jog,99.8750,0.1167,99.7583
56,Walk,Jog,99.8518,0.1469,99.7050
120,Jog,Walk,97.8147,1.8357,95.9790
232,Stand,Jog,97.3592,2.3292,95.0299
97,Stand,Jog,97.2907,2.1416,95.1491
50,Walk,Jog,96.1752,3.7509,92.4243
213,Stand,Jog,94.2422,5.1282,89.1140
107,Stand,Jog,93.2742,4.9281,88.3461
112,Walk,Jog,92.3338,6.6396,85.6941
165,Stand,Jog,88.5341,9.2738,79.2603
160,Walk,Jog,85.4659,14.4964,70.9695
33,Walk,Jog,83.0899,14.3545,68.7354
223,Walk,Jog,81.3614,11.5542,69.8071
6,Jog,Stand,79.6239,15.4782,64.1457
155,Stand,Jog,71.9634,26.4175,45.5458
25,Stand,Jog,71.5113,4.7825,66.7288
128,Stand,Jog,62.9576,34.3941,28.5635
238,Jog,Stand,62.3676,30.8944,31.4732
93,Stand,Jog,60.5199,35.8574,24.6625
