sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,99.9568,0.0432,99.9137
115,Jog,Walk,99.6759,0.3072,99.3687
120,Jog,Walk,98.7285,1.2708,97.4577
193,Jog,Walk,98.4029,1.5914,96.8115
178,Jog,Walk,93.6681,6.3014,87.3666
174,Jog,Walk,93.4727,6.2667,87.2060
95,Jog,Walk,93.1267,4.3401,88.7867
165,Stand,Jog,91.2907,8.6863,82.6045
213,Stand,Jog,89.3188,10.6805,78.6383
223,Walk,Stand,88.5178,0.3335,88.1843
67,Jog,Walk,81.2725,10.9840,70.2885
107,Stand,Jog,80.2535,19.6918,60.5617
25,Stand,Walk,78.5146,6.9855,71.5291
225,Jog,Walk,77.5084,22.1321,55.3763
160,Walk,Jog,77.2405,22.7535,54.4871
72,Jog,Walk,74.0915,25.8226,48.2688
148,Stand,Jog,61.8752,34.6289,27.2463
6,Jog,Stand,59.3920,39.7413,19.6507
142,Stand,Walk,55.1988,44.7009,10.4980
45,Jog,Walk,54.7770,42.8451,11.9319
