sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
584,stand,step_decsent,99.9974,0.0026,99.9949
169,stand,quasi,99.9971,0.0021,99.9950
409,stand,step_acsent,99.9837,0.0163,99.9675
1791,stand,quasi,99.9837,0.0157,99.9679
1116,stair_acsent,stair_decsent,99.9821,0.0071,99.9750
771,stand,step_acsent,99.9593,0.0403,99.9190
1500,stand,step_acsent,99.9569,0.0377,99.9192
42,walk,stand,99.9484,0.0516,99.8968
626,stand,step_acsent,99.9356,0.0643,99.8713
1433,step_decsent,stand,99.9281,0.0013,99.9269
224,stand,jog,99.9256,0.0742,99.8514
1240,stand,step_acsent,99.9231,0.0769,99.8463
1173,walk,stand,99.8783,0.1113,99.7669
1757,walk,jog,99.8272,0.1153,99.7119
1461,stair_acsent,stand,99.7609,0.0015,99.7594
26,stand,step_decsent,99.7515,0.2480,99.5035
170,stand,walk,99.7334,0.2666,99.4668
1446,jog,stand,99.6926,0.2997,99.3929
