sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
745,stand,quasi,100.0000,0.0000,100.0000
626,stand,step_acsent,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
306,stand,step_acsent,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,100.0000,0.0000,99.9999
1240,stand,step_acsent,100.0000,0.0000,99.9999
1757,walk,jog,100.0000,0.0000,99.9999
1392,stand,step_decsent,99.9999,0.0000,99.9998
1446,jog,stand,99.9997,0.0002,99.9995
1500,stand,step_acsent,99.9997,0.0002,99.9995
771,stand,step_acsent,99.9996,0.0004,99.9992
1636,stand,step_acsent,99.9995,0.0004,99.9992
559,walk,stand,99.9993,0.0000,99.9993
42,walk,stand,99.9988,0.0010,99.9978
523,stand,step_acsent,99.9977,0.0000,99.9977
1101,stand,step_acsent,99.9969,0.0031,99.9938
72,stand,step_acsent,99.9943,0.0057,99.9886
584,stand,step_decsent,99.9894,0.0106,99.9788
1841,stand,step_acsent,99.9804,0.0116,99.9687
1715,walk,stand,99.9787,0.0213,99.9574
