sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
911,walk,stand,100.0000,0.0000,100.0000
815,step_decsent,stand,99.9982,0.0000,99.9982
555,walk,stand,99.9886,0.0114,99.9771
705,stand,step_acsent,99.9866,0.0128,99.9738
666,stand,step_acsent,99.9776,0.0222,99.9555
395,stand,jog,99.9709,0.0271,99.9438
0,quasi,stand,99.9443,0.0030,99.9413
685,step_acsent,quasi,99.9058,0.0939,99.8119
226,walk,stand,99.9000,0.1000,99.8000
393,walk,stand,99.3835,0.6165,98.7671
811,stand,step_acsent,98.9832,0.7440,98.2392
614,jog,walk,98.8607,1.1348,97.7260
134,jog,walk,98.8325,1.0027,97.8298
22,step_acsent,stand,98.7186,1.2771,97.4415
926,walk,stand,98.6362,1.2237,97.4125
953,stand,walk,98.3605,1.6392,96.7213
297,jog,stand,98.1871,1.1516,97.0355
752,stand,step_decsent,98.0072,1.7775,96.2298
101,jog,stand,97.9028,2.0927,95.8101
285,stand,jog,97.8929,0.0074,97.8855
