sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
911,walk,stand,99.9991,0.0009,99.9983
666,stand,step_acsent,99.9987,0.0013,99.9973
395,stand,jog,99.9965,0.0034,99.9932
380,stand,step_decsent,99.9961,0.0001,99.9960
158,stand,quasi,99.9890,0.0110,99.9780
555,walk,stand,99.9835,0.0165,99.9670
705,stand,step_acsent,99.9796,0.0204,99.9591
815,step_decsent,stand,99.9760,0.0009,99.9751
145,jog,walk,99.9666,0.0333,99.9333
874,stand,walk,99.9551,0.0448,99.9103
220,stand,walk,99.9337,0.0663,99.8675
134,jog,walk,99.9278,0.0721,99.8557
297,jog,stand,99.9163,0.0255,99.8908
218,stand,quasi,99.9112,0.0706,99.8406
51,jog,stand,99.8771,0.0845,99.7927
953,stand,walk,99.8561,0.1438,99.7123
621,stand,jog,99.8545,0.0835,99.7710
614,jog,walk,99.8283,0.1716,99.6567
693,step_decsent,stand,99.8222,0.0458,99.7765
146,stand,walk,99.7726,0.2148,99.5579
