sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1303,stand,jog,100.0000,0.0000,100.0000
1289,stand,quasi,100.0000,0.0000,100.0000
540,stand,quasi,100.0000,0.0000,100.0000
1324,stand,walk,100.0000,0.0000,99.9999
588,stand,quasi,99.9997,0.0003,99.9995
212,stand,step_acsent,99.9995,0.0005,99.9990
1716,stand,walk,99.9987,0.0012,99.9975
1394,walk,stand,99.9982,0.0008,99.9975
235,stand,stair_acsent,99.9980,0.0020,99.9961
926,stand,step_acsent,99.9972,0.0027,99.9945
361,stand,step_acsent,99.9870,0.0130,99.9740
1397,step_acsent,quasi,99.9855,0.0005,99.9850
252,stand,quasi,99.9850,0.0148,99.9702
1671,stand,quasi,99.9833,0.0167,99.9665
1847,stand,jog,99.9814,0.0135,99.9679
835,stand,quasi,99.9664,0.0329,99.9335
188,stand,walk,99.9610,0.0390,99.9220
405,quasi,stand,99.9606,0.0394,99.9212
543,stand,step_acsent,99.9164,0.0833,99.8330
612,stand,step_decsent,99.9083,0.0917,99.8166
