sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,99.9977,0.0023,99.9955
14,Walk,Jog,99.7475,0.2524,99.4952
25,Stand,Walk,99.2628,0.4893,98.7736
120,Jog,Walk,97.2059,2.7754,94.4305
50,Walk,Jog,95.4314,4.5684,90.8630
72,Jog,Walk,81.7680,17.6773,64.0907
95,Jog,Walk,80.6571,19.3140,61.3430
161,Jog,Walk,79.6654,19.7438,59.9216
223,Walk,Jog,77.7886,2.3658,75.4228
178,Jog,Walk,64.7916,30.1094,34.6821
86,Walk,Jog,59.9515,35.5298,24.4217
48,Walk,Jog,54.8704,45.0061,9.8643
112,Walk,Jog,54.6408,45.2357,9.4052
227,Jog,Stand,53.1698,40.2256,12.9442
2,Stand,Walk,49.3999,5.5480,43.8519
