sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
671,stand,walk,99.9867,0.0110,99.9757
898,quasi,stand,99.9815,0.0026,99.9789
519,step_acsent,stair_decsent,99.4866,0.0682,99.4184
29,quasi,stand,99.4093,0.5551,98.8542
841,quasi,step_decsent,98.6805,0.7604,97.9200
616,jog,walk,98.4089,1.5887,96.8202
530,jog,stair_decsent,98.2266,0.0493,98.1773
357,walk,stand,98.1701,1.6758,96.4944
850,step_acsent,step_decsent,98.1030,1.5558,96.5471
427,jog,stair_decsent,98.0921,1.6808,96.4112
200,stair_acsent,walk,97.1531,1.8750,95.2781
540,step_decsent,stair_decsent,96.9921,2.7602,94.2319
244,jog,walk,94.6630,0.0539,94.6091
657,step_decsent,step_acsent,94.5814,4.4860,90.0954
1123,stand,jog,94.5620,0.0007,94.5613
930,walk,stand,94.0085,5.9845,88.0241
418,step_decsent,step_acsent,92.6110,4.3365,88.2745
15,step_acsent,step_decsent,92.5402,0.2757,92.2645
146,step_decsent,quasi,91.8964,0.0120,91.8844
484,jog,quasi,89.7141,10.2754,79.4387
