sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1018,stand,walk,100.0000,0.0000,100.0000
1556,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
584,stand,step_decsent,99.9999,0.0001,99.9997
1292,stand,quasi,99.9995,0.0005,99.9991
559,walk,stand,99.9981,0.0018,99.9963
169,stand,quasi,99.9967,0.0033,99.9933
1791,stand,quasi,99.9966,0.0034,99.9933
180,walk,stand,99.9709,0.0201,99.9508
1118,stand,step_decsent,99.9609,0.0198,99.9411
1240,stand,step_acsent,99.9492,0.0375,99.9117
959,stand,quasi,99.9456,0.0543,99.8912
626,stand,step_acsent,99.9247,0.0729,99.8519
92,stand,quasi,99.9094,0.0905,99.8189
168,walk,stand,99.9045,0.0811,99.8234
1913,stand,quasi,99.8992,0.1008,99.7984
154,walk,stand,99.8962,0.1037,99.7925
1540,quasi,stand,99.8946,0.0015,99.8931
265,step_acsent,stand,99.8392,0.1322,99.7069
