sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
815,step_decsent,stand,99.9999,0.0000,99.9999
911,walk,stand,99.9999,0.0000,99.9999
666,stand,step_acsent,99.9999,0.0001,99.9998
395,stand,jog,99.9999,0.0000,99.9998
555,walk,stand,99.9997,0.0002,99.9995
226,walk,stand,99.9995,0.0004,99.9991
953,stand,walk,99.9986,0.0013,99.9973
772,stand,step_decsent,99.9983,0.0017,99.9967
874,stand,walk,99.9982,0.0018,99.9964
705,stand,step_acsent,99.9964,0.0036,99.9928
436,step_decsent,stand,99.9881,0.0097,99.9784
158,stand,quasi,99.9880,0.0120,99.9761
351,stand,walk,99.9861,0.0139,99.9723
0,quasi,stand,99.9526,0.0068,99.9458
184,jog,stair_acsent,99.9516,0.0484,99.9032
307,walk,stand,99.9358,0.0643,99.8715
285,stand,jog,99.9228,0.0005,99.9223
202,stand,jog,99.8520,0.1480,99.7040
827,stand,step_acsent,99.8200,0.1800,99.6401
423,stand,jog,99.6393,0.3606,99.2787
