sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
745,stand,quasi,100.0000,0.0000,100.0000
1173,walk,stand,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
1446,jog,stand,100.0000,0.0000,100.0000
306,stand,step_acsent,99.9999,0.0001,99.9998
626,stand,step_acsent,99.9996,0.0004,99.9993
224,stand,jog,99.9991,0.0009,99.9983
523,stand,step_acsent,99.9989,0.0000,99.9989
1116,stair_acsent,stair_decsent,99.9972,0.0028,99.9944
1408,stand,step_decsent,99.9963,0.0037,99.9926
409,stand,step_acsent,99.9953,0.0047,99.9907
1791,stand,quasi,99.9948,0.0043,99.9905
1433,step_decsent,stand,99.9932,0.0056,99.9875
750,jog,walk,99.9926,0.0000,99.9926
1461,stair_acsent,stand,99.9907,0.0087,99.9820
1104,jog,walk,99.9889,0.0111,99.9777
1392,stand,step_decsent,99.9882,0.0000,99.9882
1543,jog,stand,99.9865,0.0128,99.9737
584,stand,step_decsent,99.9844,0.0156,99.9687
771,stand,step_acsent,99.9761,0.0239,99.9522
