sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
745,stand,quasi,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
1804,quasi,stand,99.9999,0.0001,99.9998
1181,stand,step_decsent,99.9994,0.0000,99.9994
584,stand,step_decsent,99.9991,0.0009,99.9982
306,stand,step_acsent,99.9989,0.0002,99.9987
1101,stand,step_acsent,99.9988,0.0012,99.9976
1433,step_decsent,stand,99.9976,0.0008,99.9969
1715,walk,stand,99.9975,0.0018,99.9958
1540,quasi,stand,99.9968,0.0032,99.9936
559,walk,stand,99.9966,0.0027,99.9939
1116,stair_acsent,stair_decsent,99.9956,0.0044,99.9912
1677,jog,stand,99.9953,0.0046,99.9907
1461,stair_acsent,stand,99.9944,0.0001,99.9943
523,stand,step_acsent,99.9943,0.0001,99.9943
1613,walk,stand,99.9893,0.0085,99.9808
154,walk,stand,99.9883,0.0117,99.9766
224,stand,jog,99.9871,0.0128,99.9743
42,walk,stand,99.9869,0.0131,99.9738
1410,walk,stand,99.9825,0.0175,99.9650
