sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
226,walk,stand,100.0000,0.0000,100.0000
815,step_decsent,stand,100.0000,0.0000,100.0000
911,walk,stand,100.0000,0.0000,100.0000
926,walk,stand,99.9999,0.0001,99.9997
907,jog,stand,99.9996,0.0000,99.9996
694,jog,stand,99.9996,0.0000,99.9996
335,jog,stand,99.9995,0.0000,99.9995
89,quasi,stand,99.9988,0.0000,99.9988
555,walk,stand,99.9918,0.0082,99.9836
556,stair_acsent,stand,99.9911,0.0089,99.9821
134,jog,walk,99.9881,0.0000,99.9881
193,jog,walk,99.9757,0.0164,99.9593
243,step_acsent,quasi,99.9752,0.0197,99.9555
395,stand,jog,99.9682,0.0318,99.9364
297,jog,stand,99.9624,0.0000,99.9624
22,step_acsent,stand,99.9620,0.0380,99.9240
393,walk,stand,99.9597,0.0403,99.9193
293,walk,stand,99.9594,0.0406,99.9188
614,jog,walk,99.9549,0.0000,99.9549
308,jog,stair_decsent,99.9402,0.0364,99.9037
