sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
499,quasi,stand,100.0000,0.0000,99.9999
1841,stand,step_acsent,99.9671,0.0238,99.9433
169,stand,quasi,99.9396,0.0604,99.8792
1431,jog,walk,99.9349,0.0295,99.9054
265,step_acsent,stand,99.8943,0.1002,99.7942
1434,step_decsent,step_acsent,99.7656,0.0004,99.7652
584,stand,step_decsent,99.6385,0.3577,99.2808
322,stand,jog,99.6273,0.3724,99.2549
126,step_decsent,step_acsent,99.6215,0.1426,99.4789
523,stand,step_acsent,99.3911,0.6053,98.7858
1240,stand,step_acsent,99.2525,0.7475,98.5050
154,walk,stand,99.2317,0.7247,98.5069
306,stand,step_acsent,98.9649,0.6744,98.2906
1418,stand,step_decsent,98.8450,1.1532,97.6917
1118,stand,step_decsent,98.8404,1.0107,97.8297
1791,stand,quasi,98.7891,1.1874,97.6017
1173,walk,stand,98.7126,1.2872,97.4254
559,walk,stand,98.6792,1.3183,97.3609
