sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
367,stand,quasi,100.0000,0.0000,100.0000
356,stand,quasi,100.0000,0.0000,100.0000
817,stand,quasi,100.0000,0.0000,100.0000
831,stand,quasi,100.0000,0.0000,100.0000
896,walk,stand,99.9999,0.0001,99.9999
829,stand,jog,99.9998,0.0002,99.9997
691,jog,walk,99.9997,0.0000,99.9997
391,stand,jog,99.9996,0.0001,99.9995
139,stand,step_decsent,99.9989,0.0000,99.9989
206,stand,walk,99.9945,0.0050,99.9895
595,stand,quasi,99.9939,0.0061,99.9878
653,stand,walk,99.9936,0.0054,99.9882
340,jog,walk,99.9918,0.0082,99.9835
19,jog,stand,99.9914,0.0000,99.9914
286,stand,step_decsent,99.9889,0.0027,99.9863
496,stand,walk,99.9490,0.0386,99.9104
724,step_decsent,walk,99.9471,0.0043,99.9428
101,jog,walk,99.9322,0.0004,99.9318
332,stair_decsent,walk,99.9302,0.0315,99.8986
870,stand,jog,99.9227,0.0132,99.9095
