sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
911,walk,stand,100.0000,0.0000,100.0000
355,stand,jog,100.0000,0.0000,100.0000
815,step_decsent,stand,100.0000,0.0000,100.0000
226,walk,stand,100.0000,0.0000,100.0000
285,stand,jog,99.9982,0.0006,99.9976
218,stand,quasi,99.9975,0.0025,99.9950
555,walk,stand,99.9968,0.0032,99.9936
614,jog,walk,99.9965,0.0030,99.9935
395,stand,jog,99.9933,0.0067,99.9866
294,stand,walk,99.9909,0.0091,99.9818
713,stand,jog,99.9873,0.0003,99.9870
772,stand,step_decsent,99.9755,0.0245,99.9510
351,stand,walk,99.9630,0.0370,99.9260
874,stand,walk,99.9480,0.0520,99.8959
10,stand,jog,99.9290,0.0708,99.8582
953,stand,walk,99.9192,0.0800,99.8392
158,stand,quasi,99.9050,0.0950,99.8100
323,stand,jog,99.9012,0.0988,99.8024
492,stand,jog,99.7542,0.2456,99.5086
519,stand,quasi,99.6116,0.3883,99.2233
