sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,99.9999,0.0001,99.9998
50,Walk,Jog,99.9392,0.0608,99.8783
14,Walk,Jog,99.5289,0.4671,99.0618
120,Jog,Walk,96.2741,3.7192,92.5549
25,Stand,Walk,95.6611,4.2012,91.4598
223,Walk,Jog,94.6631,2.0733,92.5897
128,Stand,Jog,89.5424,10.3387,79.2037
178,Jog,Stand,86.3154,4.1164,82.1990
160,Walk,Jog,83.6896,16.3104,67.3792
213,Stand,Jog,82.7413,17.2576,65.4837
56,Walk,Jog,63.2975,36.6937,26.6038
238,Jog,Stand,61.4088,38.4153,22.9935
106,Walk,Jog,60.4720,39.5279,20.9441
