sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1289,stand,quasi,100.0000,0.0000,100.0000
1303,stand,jog,100.0000,0.0000,100.0000
588,stand,quasi,100.0000,0.0000,100.0000
540,stand,quasi,100.0000,0.0000,100.0000
1671,stand,quasi,100.0000,0.0000,99.9999
361,stand,step_acsent,100.0000,0.0000,99.9999
926,stand,step_acsent,100.0000,0.0000,99.9999
1201,jog,stand,99.9999,0.0000,99.9999
835,stand,quasi,99.9999,0.0001,99.9998
978,stair_decsent,step_decsent,99.9992,0.0008,99.9984
1867,stand,quasi,99.9991,0.0009,99.9982
1350,walk,stand,99.9990,0.0010,99.9980
235,stand,stair_acsent,99.9981,0.0019,99.9961
1324,stand,walk,99.9980,0.0020,99.9960
252,stand,quasi,99.9979,0.0007,99.9972
1259,stand,jog,99.9979,0.0003,99.9976
612,stand,step_decsent,99.9973,0.0027,99.9947
1238,jog,stand,99.9951,0.0024,99.9927
543,stand,step_acsent,99.9949,0.0047,99.9902
1411,stand,step_decsent,99.9940,0.0059,99.9882
