sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
265,step_acsent,stand,99.9999,0.0000,99.9999
1116,stair_acsent,stair_decsent,99.9994,0.0006,99.9987
584,stand,step_decsent,99.9991,0.0009,99.9983
745,stand,quasi,99.9985,0.0009,99.9975
1715,walk,stand,99.9979,0.0020,99.9959
570,stand,step_decsent,99.9949,0.0051,99.9897
1841,stand,step_acsent,99.9882,0.0108,99.9775
1540,quasi,stand,99.9832,0.0003,99.9828
1187,jog,stand,99.9797,0.0017,99.9781
559,walk,stand,99.9770,0.0230,99.9541
169,stand,quasi,99.9640,0.0345,99.9295
1434,step_decsent,stair_acsent,99.9569,0.0000,99.9568
99,walk,stand,99.9531,0.0061,99.9470
271,quasi,stand,99.9473,0.0483,99.8991
1589,stand,walk,99.9202,0.0797,99.8405
180,walk,stand,99.9102,0.0878,99.8225
306,stand,step_acsent,99.8756,0.1142,99.7613
177,stand,walk,99.8309,0.1684,99.6626
172,step_acsent,stand,99.7922,0.1714,99.6208
523,stand,step_acsent,99.7884,0.2114,99.5770
