sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
523,stand,step_acsent,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
1461,stair_acsent,stand,99.9990,0.0000,99.9990
306,stand,step_acsent,99.9989,0.0009,99.9981
42,walk,stand,99.9985,0.0014,99.9971
1540,quasi,stand,99.9978,0.0022,99.9956
1101,stand,step_acsent,99.9977,0.0022,99.9955
409,stand,step_acsent,99.9976,0.0024,99.9952
1392,stand,step_decsent,99.9969,0.0001,99.9968
1173,walk,stand,99.9961,0.0000,99.9961
1240,stand,step_acsent,99.9946,0.0054,99.9892
1500,stand,step_acsent,99.9893,0.0107,99.9786
771,stand,step_acsent,99.9889,0.0111,99.9778
628,walk,stand,99.9825,0.0164,99.9661
1870,stair_acsent,stand,99.9797,0.0177,99.9619
584,stand,step_decsent,99.9760,0.0240,99.9520
1433,step_decsent,stand,99.9745,0.0218,99.9527
1757,walk,jog,99.9699,0.0062,99.9637
