sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
226,walk,stand,100.0000,0.0000,100.0000
911,walk,stand,100.0000,0.0000,100.0000
22,step_acsent,stand,99.9988,0.0009,99.9979
815,step_decsent,stand,99.9982,0.0000,99.9982
395,stand,jog,99.9959,0.0040,99.9919
134,jog,walk,99.9860,0.0042,99.9818
436,step_decsent,stand,99.9839,0.0152,99.9687
308,jog,stair_decsent,99.9665,0.0312,99.9353
555,walk,stand,99.9297,0.0703,99.8593
874,stand,walk,99.9245,0.0755,99.8490
158,stand,quasi,99.9105,0.0895,99.8211
145,jog,walk,99.8994,0.0982,99.8011
907,jog,stair_acsent,99.8412,0.0000,99.8412
705,stand,step_acsent,99.7843,0.2157,99.5686
323,stand,jog,99.6304,0.3696,99.2608
556,stair_acsent,stand,99.6114,0.3886,99.2228
693,step_decsent,stand,99.5182,0.0000,99.5182
89,quasi,stand,99.4684,0.3681,99.1003
355,stand,jog,99.4550,0.5449,98.9101
146,stand,walk,99.2355,0.6160,98.6195
