sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1116,stair_acsent,stair_decsent,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
584,stand,step_decsent,99.9999,0.0001,99.9998
224,stand,jog,99.9980,0.0020,99.9960
169,stand,quasi,99.9963,0.0037,99.9927
1446,jog,stand,99.9958,0.0027,99.9932
1392,stand,step_decsent,99.9891,0.0000,99.9891
1760,walk,stand,99.9872,0.0097,99.9775
1101,stand,step_acsent,99.9764,0.0130,99.9634
409,stand,step_acsent,99.9669,0.0328,99.9341
1757,walk,jog,99.9668,0.0278,99.9390
446,walk,stand,99.9577,0.0262,99.9315
1461,stair_acsent,stand,99.9529,0.0013,99.9516
1173,walk,stand,99.9312,0.0687,99.8624
1500,stand,step_acsent,99.9200,0.0780,99.8420
1240,stand,step_acsent,99.9103,0.0896,99.8207
559,walk,stand,99.8686,0.1171,99.7514
626,stand,step_acsent,99.8315,0.1683,99.6632
1677,jog,stand,99.7792,0.2172,99.5620
