sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
131,Walk,Stand,99.9960,0.0040,99.9920
324,Walk,Jog,98.7739,1.0966,97.6774
81,Walk,Jog,98.6076,1.3212,97.2864
357,Walk,Stand,96.0703,3.4583,92.6120
88,Walk,Jog,95.6155,4.3673,91.2482
115,Walk,Jog,93.1783,6.8078,86.3705
279,Walk,Jog,93.1201,6.6891,86.4310
298,Walk,Jog,87.6881,12.0740,75.6141
122,Jog,Walk,85.6969,14.2175,71.4794
201,Walk,Jog,83.1257,16.8366,66.2890
76,Walk,Jog,82.2147,17.7843,64.4305
299,Stand,Jog,75.8289,8.2570,67.5719
367,Jog,Walk,75.1336,24.8527,50.2810
162,Walk,Jog,70.2956,29.6756,40.6200
352,Jog,Walk,69.4894,30.5098,38.9796
189,Walk,Jog,69.3721,30.6270,38.7450
120,Jog,Walk,54.7275,45.2702,9.4573
101,Walk,Jog,51.7088,48.2737,3.4351
