sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
745,stand,quasi,100.0000,0.0000,100.0000
1292,stand,quasi,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,99.9986,0.0014,99.9972
523,stand,step_acsent,99.9967,0.0024,99.9944
584,stand,step_decsent,99.9949,0.0051,99.9898
1461,stair_acsent,stand,99.9949,0.0049,99.9900
1181,stand,step_decsent,99.9914,0.0002,99.9912
1791,stand,quasi,99.9866,0.0133,99.9733
306,stand,step_acsent,99.9847,0.0102,99.9745
1283,stand,stair_decsent,99.9835,0.0008,99.9827
771,stand,step_acsent,99.9826,0.0174,99.9652
1173,walk,stand,99.9796,0.0021,99.9775
1101,stand,step_acsent,99.9713,0.0281,99.9432
1760,walk,stand,99.9607,0.0020,99.9587
1715,walk,stand,99.9294,0.0640,99.8654
42,walk,stand,99.8945,0.0280,99.8665
1677,jog,stand,99.8901,0.1099,99.7802
1433,step_decsent,stand,99.8886,0.0058,99.8827
26,stand,step_decsent,99.8405,0.1587,99.6818
1392,stand,step_decsent,99.8294,0.0008,99.8286
