sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
751,jog,stair_decsent,100.0000,0.0000,100.0000
156,stand,walk,99.9996,0.0001,99.9995
460,step_acsent,stair_acsent,99.9986,0.0010,99.9976
606,jog,stand,99.9804,0.0000,99.9804
212,step_decsent,quasi,99.9788,0.0012,99.9775
835,stand,walk,99.9764,0.0236,99.9529
768,walk,stand,99.9697,0.0300,99.9397
694,step_acsent,quasi,99.9567,0.0380,99.9187
615,quasi,stand,99.9512,0.0488,99.9025
130,stand,walk,99.9330,0.0657,99.8673
61,stand,walk,99.9033,0.0953,99.8079
374,quasi,stand,99.8812,0.1124,99.7688
679,jog,walk,99.8789,0.0511,99.8278
558,stand,jog,99.8684,0.1297,99.7387
893,stand,walk,99.8561,0.1410,99.7150
634,quasi,stair_acsent,99.8332,0.1667,99.6665
351,quasi,stand,99.8287,0.1713,99.6575
257,jog,walk,99.8044,0.1564,99.6480
790,stand,walk,99.7781,0.2155,99.5626
523,step_acsent,quasi,99.7577,0.0004,99.7573
