sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
271,quasi,stand,100.0000,0.0000,100.0000
559,walk,stand,100.0000,0.0000,100.0000
1540,quasi,stand,99.9997,0.0001,99.9996
499,quasi,stand,99.9995,0.0005,99.9990
1765,walk,stand,99.9995,0.0005,99.9990
1292,stand,quasi,99.9994,0.0006,99.9989
745,stand,quasi,99.9992,0.0008,99.9985
1240,stand,step_acsent,99.9991,0.0009,99.9983
515,step_decsent,stand,99.9987,0.0012,99.9975
584,stand,step_decsent,99.9983,0.0016,99.9967
1433,step_decsent,stand,99.9972,0.0000,99.9972
92,stand,quasi,99.9942,0.0057,99.9885
628,walk,stand,99.9918,0.0081,99.9837
1677,jog,stand,99.9895,0.0102,99.9793
1408,stand,step_decsent,99.9883,0.0114,99.9770
1870,stair_acsent,stand,99.9879,0.0000,99.9879
154,walk,stand,99.9784,0.0215,99.9569
409,stand,step_acsent,99.9743,0.0257,99.9485
1173,walk,stand,99.9736,0.0264,99.9472
1042,walk,stand,99.9592,0.0314,99.9278
