sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,99.9493,0.0505,99.8988
160,Walk,Jog,99.3777,0.6223,98.7554
2,Stand,Jog,98.3709,0.4045,97.9665
50,Walk,Jog,97.3456,2.6525,94.6931
93,Stand,Jog,94.4296,5.5574,88.8722
223,Walk,Jog,91.5905,0.0091,91.5814
193,Jog,Walk,91.1611,8.7821,82.3790
72,Jog,Walk,90.6937,9.2526,81.4411
25,Stand,Walk,88.7613,3.8064,84.9550
62,Walk,Stand,86.9191,3.0479,83.8713
120,Jog,Walk,86.3529,13.5418,72.8111
86,Walk,Jog,85.9438,6.3762,79.5676
6,Jog,Stand,83.8904,15.8189,68.0715
115,Jog,Walk,69.9781,29.0973,40.8808
95,Jog,Walk,63.1587,36.8334,26.3253
208,Walk,Jog,56.8932,43.0806,13.8126
69,Jog,Stand,56.2753,43.6776,12.5977
