sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
46,Walk,Jog,99.9997,0.0003,99.9993
160,Walk,Jog,99.2512,0.7344,98.5168
50,Walk,Jog,99.2165,0.7835,98.4329
14,Walk,Jog,98.8047,1.1638,97.6409
120,Jog,Walk,97.5334,2.4115,95.1219
25,Stand,Walk,96.3845,0.5985,95.7860
2,Stand,Jog,95.0294,2.1720,92.8574
112,Walk,Jog,91.9982,7.9482,84.0500
56,Walk,Jog,87.0805,12.8966,74.1839
223,Walk,Jog,76.9277,14.6545,62.2732
107,Stand,Jog,73.4475,25.7132,47.7342
165,Stand,Jog,69.3224,30.5795,38.7429
128,Stand,Jog,67.3565,21.1256,46.2309
48,Walk,Jog,62.3001,37.5553,24.7448
200,Jog,Stand,54.9730,32.5001,22.4729
86,Walk,Jog,52.8469,40.9190,11.9279
93,Stand,Jog,48.3961,40.4832,7.9129
178,Jog,Walk,47.9616,11.3918,36.5698
