sample_index,true_class,predicted_class,confidence_%,true_class_prob_%,margin_%
1292,stand,quasi,100.0000,0.0000,100.0000
745,stand,quasi,100.0000,0.0000,100.0000
1116,stair_acsent,stair_decsent,99.9975,0.0025,99.9951
1500,stand,step_acsent,99.9926,0.0054,99.9873
1173,walk,stand,99.9905,0.0003,99.9902
169,stand,quasi,99.9871,0.0128,99.9743
626,stand,step_acsent,99.9860,0.0140,99.9720
1101,stand,step_acsent,99.9760,0.0233,99.9528
42,walk,stand,99.9747,0.0247,99.9500
1540,quasi,stand,99.9676,0.0112,99.9564
1461,stair_acsent,stand,99.9673,0.0308,99.9365
1433,step_decsent,stand,99.9478,0.0059,99.9419
1240,stand,step_acsent,99.9338,0.0661,99.8677
771,stand,step_acsent,99.9264,0.0736,99.8528
1337,stand,step_acsent,99.9205,0.0709,99.8496
306,stand,step_acsent,99.8778,0.1180,99.7597
409,stand,step_acsent,99.8655,0.1332,99.7323
584,stand,step_decsent,99.8621,0.1343,99.7277
446,walk,stand,99.8571,0.1187,99.7384
224,stand,jog,99.8233,0.1761,99.6472
